Season,Quarter,down,Opponent,distance,Diff_Score,Play_Type,electricity_existence,principle_source,group_or_other_emergency_source,type_of_protection,ele_obs,total_staff,training_1,training_2,training_3,training_4,training_5,shipping_packaging_available,ship_obs,patients_per_day,centrifuge_#,centrifuge_func,centrifuge_why,temp_(2-8)#,fridge_func,phone,phone_obs,fax,fax_obs,computer,computer_obs,internet,internet_obs,latitude,longitude,tdr_palu,tdr_hiv,widal,hb_sahli,list_of_all_exams,hierarchy,pdiag_hiv,pdiag_palu,pdiag_widal,pdiag_hb_sahli,pcomm,pship,training
2017, 1st,,AKR,,0,other,1,Solar energy,Yes,Taken from the ground,,7,biochemistry,bacteriology,hematology,parasitology,serology,Yes,Triple packaging,10,2,1 Yes 1 No,vetuste,2,No,0,,0,,0,,0,,10.178,-14.031,1,1,1,1,"Urinalysis; frotis vaginal; BK; CSF; semen analysis; pregnancy test; GLUCOSE; albuminerie; glucourie; GE; microfilaria; stool HB, TE; NFS blood grouping; hematocrit; BW; Widal; Aslo, hepatitis B and C",Guinea.boke.boffa.hp_labs_boffa,1,1,1,1,0,1,"biochemistry,bacteriology,hematology,parasitology,serology"
2017, 1st,1st ,AKR,10,0,run,1,Generator,Yes,Stabilizer,No power by public network ,4,bacteriology,serology,sample transport,hematology,parasitology,No,No,20,0,,,0,,0,,0,,0,,0,,10.370727,-13.584125,1,1,1,1,TDR / Palu; Widal; glucose; Aslo; BW; HBsAg; HIV; Hb (sally); urinary sediment; stools,Guinea.boke.fria.cs_lab_sabende,1,1,1,1,0,0,"bacteriology,serology,sample transport,hematology,parasitology"
2017, 1st,2nd ,AKR,1,0,pass,0,Generator,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer; there are solar panels but only blood bank; fequentes cuts",4,bacteriology,biochemistry,immunology,hematology,parasitology,No,No,6,1,Yes,,1,No,0,,0,,1,,0,,10.370727,-13.584125,1,1,1,1,"Hb; NFS; VS; TC; TS Saddles GE; Search microfilariae; TE; sputum, vaginal secretions, urine cultures; Glucose; creatinine urea; transaminase; cholesterol HIV RPR; Aslo; Widal; HBsAg; CD4; blood grouping",Guinea.boke.fria.biomedical_lab_and_blood_transfusion_fria,1,1,1,1,0,0,"bacteriology,biochemistry,immunology,hematology,parasitology"
2017, 1st,1st ,AKR,10,0,run,1,Other,Yes,"Other or combination (specify in ""comments"")",ups; lightning rod stabilizers; ground terminal,18,hematology,biochemistry,bacteriology (antimicrobial),sero-immunology,molecular biology,No,No,100,2,Yes,,6,Yes,0,,0,,1,,0,,10.665213,-14.603128,0,1,1,0,"Urea glucose: uric acid, creatinine, cholesterol and fractions; calcium; alkaline phosphatase, acid phosphatase, transaminases, bilirubin, total protein, albumin, blood typing; thick film; microfilaria; stools chemistry urine; LCR ANTIBIOGRAM; Hepatitis b and c; PSA; troponin; A1C; BLOOD COUNT cmplet; Hemostasis; stools; drop thick; Widal; ASLO; syphilis; Toxoplasmosis; RUBEOL; .crp; biochemistry of hormones; Spermogram",Guinea.boke.boke.laboratory_hospital_anaim_kamsar,1,0,1,0,0,0,"hematology,biochemistry,bacteriology (antimicrobial),sero-immunology,molecular biology"
2017, 1st,2nd ,AKR,13,0,pass,0,public network,Yes,Stabilizer,,9,biochemistry,hematology,bacteriology,lab management,sample,No,No,15,0,,,0,,0,,0,,0,,0,,10.66526,-14586066,1,1,1,1,"Widal, HIV TDR, TDR Palu, hemoglobin, erythrocyte sedimentation rate, blood glucose, aslo, RPR, proteinuria, emmel test",Guinea.boke.boke.cs_lab_kassapo,1,1,1,1,0,0,"biochemistry,hematology,bacteriology,lab management,sample"
2017, 1st,3rd ,AKR,13,0,pass,0,Other,No,Any,No source of energy so that the lab only works day,4,sample,hiv screening,hematology,bacteriology,biochemistry,No,No,0,1,Yes,,0,,0,,0,,0,,0,,10.934619,-14.291773,1,1,1,1,"TDR malaria and HIV, Hb; stool microscopy, TE, Widal, RPR, microscopic examination of vaginal secretions, urine sediment, Aslo, Blood Glucose, Pregnancy Test, Albumin",Guinea.boke.boke.cs_lab_dibia,0,0,0,0,0,0,"sample,hiv screening,hematology,bacteriology,biochemistry"
2017, 1st,4th ,AKR,9,0,other,1,public network,Yes,"Other or combination (specify in ""comments"")","Stabilsateur, lightning rod",17,biochemistry,parasitology,blood transfusion,bacteriology,hematology,Yes,Triple packaging,40,2,1 Yes 1 No,antiquated,2,Yes,0,,0,,1,Nonfunctional,0,,10.94,-14.29,1,1,1,1,"Hb, NFS, Tc Ts, TE, blood Goupage, GE, stool microscopy, microfilaria search, albumin, Aslo, Toxoplasmosis, RPR, Vidal, TDR HbS, urinary sediment, vaginal smears, CSF",Guinea.boke.boke.hr_boke_lab,1,1,1,1,0,1,"biochemistry,parasitology,blood transfusion,bacteriology,hematology"
2017, 1st,1st ,AKR,10,0,run,1,Solar energy,Yes,"Other or combination (specify in ""comments"")","Stabilizer, lightning rod",7,blood transfusion,biosecurity,serology,bacteriology,hematology,No,No,15,2,1 Yes 1 No,,3,No,0,,0,,0,,0,,11.76368,-13.200053,0,1,1,1,"Stool microfilaria research thick Drop, HB, NFS, VS, TE, TC, TS, glucose, urine sediment, pregnancy test, HIV TDR, TDR hepatitis B, RPR, Widal",Guinea.boke.gaoual.hp_labs_gaoual,1,0,1,1,0,0,"blood transfusion,biosecurity,serology,bacteriology,hematology"
2017, 1st,2nd ,AKR,3,0,pass,0,Other,No,Any,No source of energy,3,serology,hematology,biochemistry,bacteriology,parasitology,No,No,10,0,,,0,,0,,0,,0,,0,,12.403208,-13.5283,1,1,0,1,"HIV, Glucose, Hb, albumin in the urine, stool examination (if microscope works)",Guinea.boke.koundara.cs_lab_saraboido,1,1,0,1,0,0,"serology,hematology,biochemistry,bacteriology,parasitology"
2017, 1st,3rd ,AKR,3,0,run,0,Solar energy,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizer, lightning rod; generator failed, a panel is just the fridge",6,bacteriology,biochemistry,hematology,parasitology,serology,No,Existence of coolers,,3,"Other (specify in ""comments"")",electric current causes lack inoperative electrical centrifugieuses,3,1 Yes 1 No,0,,0,,0,,0,,12.491184,-13.295664,1,1,1,1,"NFS, urinalysis, biochemistry urine, sputum, stool microscopy, glucose, Aslo, Widal, TDR HIV, pregnancy test, LCR, GE, semen analysis, vaginal smear",Guinea.boke.koundara.hp_labs_koundara,0.25,0.25,0.25,0.25,0,0.25,"bacteriology,biochemistry,hematology,parasitology,serology"
2017, 1st,1st ,AKR,10,0,pass,1,public network,Yes,"Other or combination (specify in ""comments"")",ups; lightning rod stabilizers; ground terminal,9,bacteriology,biochemistry,hematology,parasitology,serology,No,No,30,2,Yes,,1,Yes,1,non-functional because of the stop of the plant,0,,1,,0,,,,0,1,1,0,"Urea glucose: uric acid, creatinine, cholesterol and fractions; calcium; alkaline phosphatase, acid phosphatase, transaminases, bilirubin, total protein, albumin, blood typing; thick film; microfilaria; stools chemistry urine; LCR ANTIBIOGRAM; Hepatitis B and C; hemoculture; Hemostasis; electrophoresis lhemoglobine; complete electrolytes, serum iron, Gamma GT, cytological analysis of breast milk",Guinea.boke.fria.laboratory_hospital_rusal_fria,1,0,1,0,1,0,"bacteriology,biochemistry,hematology,parasitology,serology"
2017, 1st,1st ,AKR,10,0,pass,1,Other,Yes,"Other or combination (specify in ""comments"")",ups; lightning rod stabilizers; ground terminal,6,hematology,bacciloscopie tuberculosis,bacteriology (antimicrobial),sero-immunology,biochemistry,Yes,triple packaging,25,1,Yes,,5,Yes,1,,0,,1,,0,,,,0,1,1,0,"Glucose; urea: uric acid, creatinine, cholesterol and fractions; calcium; alkaline phosphatase, acid phosphatase, transaminases, bilirubin, total protein, albumin, blood typing; thick film; microfilaria; stools chemistry urine; LCR ANTIBIOGRAM; Hepatitis B and C Widal; ASLO; HIV; paludienne Serology; amylase; chemistry panel; NFS with constant erythrocyte",Guinea.boke.boke.laboratory_clinic_cbg_sangaredi,1,0,1,0,1,1,"hematology,bacciloscopie tuberculosis,bacteriology (antimicrobial),sero-immunology,biochemistry"
2017, 1st,2nd ,AKR,10,0,run,0,Any,No,Any,They receive only the current nights,2,biochemistry,,,,,No,No,1,0,N / A,,0,N / A,0,,0,,0,,0,,,,0,0,0,1,,Guinea.boke.fria.clinical_lab_hafia_djama,0,0,0,1,0,0,"biochemistry,nan,nan,nan,nan"
2017, 1st,1st ,AKR,10,0,pass,1,public network,NR,Any,,1,serology,parasitology,biochemistry,blood transfusion,hematology,No,No,0,0,N / A,,0,N / A,0,,0,,0,,0,,,,0,0,0,0,N / A,Guinea.boke.boke.laboratory_bab_boke,0,0,0,0,0,0,"serology,parasitology,biochemistry,blood transfusion,hematology"
2017, 1st,1st ,AKR,10,0,run,1,public network,No,"Other or combination (specify in ""comments"")","Stabilizers, earthing",15,biochemistry,hematology,parasitology,bacteriology,immuno-serology,No,No,10,2,1 Yes 1 No,Technical problem,1,Yes,0,,0,,0,,0,,9.517203,-13.70183,0,1,1,0,"Complete blood count, Hematocrit, Hemoglobin, GR, GB, Platelet, TC, TS, blood grouping and Rh, thick Drop Test Emmel, erythrocyte sedimentation rate, Glucose, creatinine, bilirubin, transaminase, ASO, RPR, TPHA, Widal, HIV Saddles",Guinea.conakry.kaloum_commune.cmc_lab_bk,1,0,1,0,0,0,"biochemistry,hematology,parasitology,bacteriology,immuno-serology"
2017, 1st,2nd ,AKR,12,0,pass,1,public network,No,"Other or combination (specify in ""comments"")","UPS, stabilizers",16,lab management,bacteriology,hematology,biochemistry,immunology,No,No,30,1,Yes,,1,Yes,0,,0,,0,,0,,9.535035,-13.678447,1,1,1,1,"GE, NFS, Widal, Aslo, RPR, urinary sediment, albumin in the urine, glucose, TE, stool microscopy, TC TS",Guinea.conakry.matam.coleah_cmc_labo,1,1,1,1,0,0,"lab management,bacteriology,hematology,biochemistry,immunology"
2017, 1st,1st ,AKR,10,7,pass,1,public network,No,Stabilizer,,8,hematology,parasitology,blood biochemistry,ear,maintenance,No,No,40,1,Yes,,1,Yes,0,,0,,0,,0,,9.540062,-13.66532,0,0,1,1,"Saddles, THb, thick Drop, TE, D, albumin, sugar, NFS, Urinalysis, Blood Grouping, Widal",Guinea.conakry.commune_of_matam.cs_lab_madina,0,0,1,1,0,0,"hematology,parasitology,blood biochemistry,ear,maintenance"
2017, 1st,2nd ,AKR,12,7,pass,1,Generator,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizers, generator supported by MSF",0,blood parasitology,biochemistry,hematology,bacteriology,,No,No,15,1,No,,1,Yes,0,,0,,0,,0,,9.552736,-13.651227,1,1,1,1,"THb, Emmel test, sedimentation rate, red blood cells and white, BELONGING time, coagulation time, blood glucose, Widal, ASO, TDR (malaria), HIV, RPR, HBsAg, Blood Biochemistry, Biochemistry of urine, vaginal frotis , pregnancy Test, blood Grouping, Saddles",Guinea.conakry.commune_of_matam.cmc_lab_matam,0.25,0.25,0.25,0.25,0,0,"blood parasitology,biochemistry,hematology,bacteriology,None"
2017, 1st,3rd ,AKR,12,7,pass,1,Generator,Yes,Any,,11,hematology,biochemistry,serology,,,No,No,0,1,Yes,,1,No,0,,0,,0,,0,,9.583688,-13.658206,,,,,,Guinea.conakry.ratoma.cmc_lab_ratoma,0,0,0,0,0,0,"hematology,biochemistry,serology,nan,nan"
2017, 1st,4th ,AKR,12,7,other,1,public network,No,Any,,6,hematology,parasitology,biochemistry,serology,bacteriology,No,No,15,0,N / A,,0,N / A,0,,0,,0,,0,,9.615463,-13.613815,1,1,1,1,"Hb, TDR malaria and HIV, to emmel test, stool examination, albumin in the urine",Guinea.conakry.ratoma.cs_lab_simbaya_station,1,1,1,1,0,0,"hematology,parasitology,biochemistry,serology,bacteriology"
2017, 1st,4th ,AKR,7,7,other,1,public network,Yes,"Other or combination (specify in ""comments"")","UPS, stabilizers, lightning rod; generator and solar panels",7,blood transfusion,bacteriology,biochemistry,hematology,serology,No,No,8,1,Yes,,1,Yes,0,,0,,0,,0,,,,1,1,1,0,"GE Widal, Stool, NFS, Glucose, Aslo, Hepatitis B, RPR, urea, creatinine, transaminase, uric acid, cholesterol and fractions biluribinemie, urinary sediment, urine dipstick Blood Grouping, HIV, serum calcium",Guinea.conakry.ratoma.blazing_cmc_labo,1,1,1,0,0,0,"blood transfusion,bacteriology,biochemistry,hematology,serology"
2017, 1st,,AKR,,7,other,1,public network,Yes,"Other or combination (specify in ""comments"")","Stabilizers, lightning rod",15,parasitology,biochemistry,bacteriology,immunology,serology,Yes,Triple packaging,20,1,Yes,,1,Yes,0,,0,,0,,0,,,,1,1,1,1,"stool microscopy, GE, HB, TE, blood typing, NFS, VS, albumin, RPR TPHA, glucose, Aslo, CRP (?), rheumatoid factor (?), Widal, hematocrit, HIV, TC TS, biopsy cutatanee ( ?), urinary sediment, urine dipstick, pap smears, pregnancy tests, CD4, TDR HbS",Guinea.conakry.ratoma.mining_cmc_labo,1,1,1,1,0,1,"parasitology,biochemistry,bacteriology,immunology,serology"
2017, 1st,1st ,AKR,10,7,pass,1,public network,Yes,"Other or combination (specify in ""comments"")",ups; lightning rod stabilizers; ground terminal,4,biochemistry,hematology,bacteriology (antimicrobial),serology,parasitology,No,No,15,2,Yes,,1,Yes,0,,0,,0,,0,,,,0,1,1,0,"NFS; GE; stools ECBU; Widal; Aslo; HBS; TPHA; HCV; dipstick; Blood Grouping; parasitology urine; transaminase, urea, creatinine, blood glucose levels and cholesterol fractions; uric acid; bilirubin; magnesium; calcium; complete electrolytes, alkaline phosphatase",Guinea.conakry.ratoma.laboratory_clinic_cbk_rusal,1,0,1,0,0,0,"biochemistry,hematology,bacteriology (antimicrobial),serology,parasitology"
2017, 1st,2nd ,AKR,8,7,run,0,Any,No,Any,,2,hematology,bacteriology,parasitology,biosecurity,,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,8.88648,-10.170802,1,0,1,1,"TDR THb, Widal, AFB, RPR, stools, urine",Guinea.faranah.kissidougou.cs_lab_yende,0,1,1,1,0,0,"hematology,bacteriology,parasitology,biosecurity,None"
2017, 1st,3rd ,AKR,10,7,pass,1,Solar energy,Yes,Stabilizer,UPS,17,lab management,biochemistry,hematology,bacteriology,serology,Yes,Triple packaging,30,2,No,Breakdown,3,"Other (specify in ""comments"")",0,,0,,1,Only in cases of HIV,0,,9.197805,-10.104365,0,1,1,1,"Saddles, GE, NFS, Albumin, Glucose, urinalysis, blood glucose, RPR / TPHA, ASO, CRP, Toxo Plasmose, HBsAg, Hepatitis C, Creatinine, Urea Blood Transaminases, cholesterol, uric acid, TE, Widal, VS, Bulking blood, pregnancy Test, Rivalta, HIV, FCV, Semen, Spit, Calcium",Guinea.faranah.kissidougou.hp_labs_kissidougou,1,0,1,1,0,1,"lab management,biochemistry,hematology,bacteriology,serology"
2017, 1st,1st ,AKR,10,7,pass,1,Solar energy,No,Taken from the ground,,11,lab management,quality assurance,biochemistry,bacteriology,immunology,Yes,triple packaging,20,2,1 Yes 1 No,vetuste,1,Yes,0,,0,,0,,0,,10.041437,-10.739678,1,1,1,1,"stools; TDR; Hb; urinalysis; Albumin; glucose; urea; Transaminase; creatinine; Aslo; Widal; RPR; TE; NFS; VS; HBsAg, HBcAg; Skin biopsy; HIV; Blood Grouping; serum calcium, uric acid",Guinea.faranah.faranah.hr_faranah_lab,1,1,1,1,0,1,"lab management,quality assurance,biochemistry,bacteriology,immunology"
2017, 1st,2nd ,AKR,10,7,run,1,public network,No,Any,,11,bacteriology,parasitology,biochemistry,hematology,serology,No,No,20,1,Yes,,0,N / A,0,,0,,0,,0,,10.043083,-10.74033,1,1,1,1,"stool Hb; Widal; RPR; Blood Grouping TE; Albuminerie; TDR, urinary sediment",Guinea.faranah.faranah.csu_lab_abattoir,1,1,1,1,0,0,"bacteriology,parasitology,biochemistry,hematology,serology"
2017, 1st,3rd ,AKR,8,7,pass,1,public network,Yes,Stabilizer,,7,lab management,biochemistry,hematology,immunology,biosecurity,Yes,triple packaging,10,1,Yes,,1,Yes,0,,0,,0,,0,,10.731488,-11.060955,0,1,1,1,stools; skin biopsy; Parasitology urine; GE; Hb; NFS TE; VS; TC / TS Glucose; chemistry urine; Pregnancy Test; Rivalta; HIV; Widal; RPR; HBsAg; AcHcv; Aslo; blood typing; urinalysis; the ECB PUS; CSF; Pap Smear,Guinea.faranah.dabola.hp_labs_dabola,1,0,1,1,0,1,"lab management,biochemistry,hematology,immunology,biosecurity"
2017, 1st,1st ,AKR,10,14,run,1,public network,Yes,Any,,3,infection,hematology,bacteriology,immunology,parasitology,No,No,50,2,Yes,,0,N / A,0,,0,,0,,0,,10.744802,-11.108103,1,1,1,1,stools; GE; TDR; Hb; RPR; Widal; urinalysis; NFS; TE; Glucose,Guinea.faranah.dabola.cs_lab_dabola,1,1,1,1,0,0,"infection,hematology,bacteriology,immunology,parasitology"
2017, 1st,2nd ,AKR,2,14,run,1,public network,Yes,UPS,,9,biochemistry,hematology,bacteriology,parasitology,virology,No,No,20,2,1 Yes 1 No,manual,1,No,0,,0,,0,,0,,11.290165,-10.718773,1,1,1,1,"stools; albumin; Urinalysis, pregnancy test transaminase; Hb, glucose; RPR; NFS; Creatinine; sedimentation rate; TE; urea; ASLO; Widal; CRL HIV sputum, blood grouping; spermogram; serum calcium; vaginal secretions; skin biopsy; TC / TS",Guinea.faranah.dinguiraye.hp_labs_dinguiraye,1,1,1,1,0,0,"biochemistry,hematology,bacteriology,parasitology,virology"
2017, 1st,1st ,AKR,10,14,run,1,Other,Yes,"Other or combination (specify in ""comments"")",ups; lightning rod stabilizers; ground terminal,3,biochemistry,hematology,parasitology,serology,bacteriology,No,No,15,1,Yes,,1,Yes,0,,0,,1,,0,,11.744532,-10.045235,0,1,1,0,"Hb, NFS, vs; TE, blood sugar; albumin; Aslo; Widal; CRP; creatinine; urea; transaminases; bilirubin; Uric acid; calcium; urinalysis; amylase, alkaline phosphatase; HIV; BW",Guinea.faranah.dinguiraye.clinical_laboratory_fayala_of_lero,1,0,1,0,0,0,"biochemistry,hematology,parasitology,serology,bacteriology"
2017, 1st,1st ,AKR,10,14,pass,0,Any,No,Taken from the ground,,4,bacteriology-virology,biochemistry,hematology,serology,parasitology,No,No,50,1,Yes,,0,N / A,0,,0,,0,,0,,,,1,0,1,1,"TDR THb, Albumin, Saddles, Widal, RPR, TE, glucose (glucose meter), Blood Grouping and Rhesus factor, Pap Smear, ASLO",Guinea.faranah.kissidougou.cs_lab_heremakono,0,1,1,1,0,0,"bacteriology-virology,biochemistry,hematology,serology,parasitology"
2017, 1st,2nd ,AKR,16,14,pass,0,,No,any,,2,biochemistry,serology,bacteriology,hematology,parasitology,NO,No,2,0,,,0,N / A,0,,0,,0,,0,,,,,,,,"SDW, GE / DP, KOP",Guinea.findia.forecayah.medical_biology_laboratory_medical_battalion_infantry_forecayah,0,0,0,0,0,0,"biochemistry,serology,bacteriology,hematology,parasitology"
2017, 1st,1st ,AKR,10,14,run,0,Generator,Yes,lightning rod,,9,bacteriology (antimicrobial),biochemistry,hematology,serology,parasitology,No,No,15,1,Yes,,1,No,0,,0,,0,,0,,9.277698,-9.001033,1,1,1,1,stools; urinalysis; Albumin; Glucosuria; HCG; NFS; TE; GE; TC-TS; Hb; Blood Grouping; TDR RPR; Aslo; Widal; LCR; Coughing; SRV; Semen; Blood Transfusion,Guinea.kankan.kerouane.hp_labs_kerouane,1,1,1,1,0,0,"bacteriology (antimicrobial),biochemistry,hematology,serology,parasitology"
2017, 1st,2nd ,AKR,13,14,run,0,Any,No,Any,,9,immunology,blood transfusion,bacteriology,serology,hematology,No,No,30,0,N / A,,1,No,0,,0,,0,,0,,10.379155,-9.293378,1,1,1,1,"Albumin, sugar, urinalysis, THb, thick Drop, TE, ASO, VS, TC, TS, RPR, Widal, HIV, Hepatitis B, TDR, skin biopsy, NFS, Vaginal frotis, Spermogram",Guinea.kankan.kankan.cs_lab_salamani,1,1,1,1,0,0,"immunology,blood transfusion,bacteriology,serology,hematology"
2017, 1st,3rd ,AKR,10,14,pass,0,Solar energy,Yes,lightning rod,,7,biochemistry,bacteriology,hematology,immunology,serology,Yes,Triple packaging,15,1,Yes,,2,No,0,,0,,0,,0,,10.620208,-8.696904,0,1,1,1,"stool Hb; blood smear; Widal; RPR, vaginal smear; Urinalysis, TE, pregnancy test; Glucose; blood grouping; TC - TS Skin biopsy",Guinea.kankan.mandiana.hp_labs_mandiana,1,0,1,1,0,1,"biochemistry,bacteriology,hematology,immunology,serology"
2017, 1st,1st ,AKR,10,14,pass,0,Any,No,Any,,5,bacteriology,serology,hematology,biochemistry,virology,No,No,20,0,N / A,,0,N / A,0,,0,,0,,0,,10.632357,-8.696297,1,1,1,1,"Hb; TDR, RPR, Widal;. Stool; albumin; glucose; microfilariae research; HBsAg: SRV, blood typing, pregnancy test, sputum (AFB) TE; NFS rivalta; research BH; semen analysis",Guinea.kankan.mandiana.csu_lab_mandiana,1,1,1,1,0,0,"bacteriology,serology,hematology,biochemistry,virology"
2017, 1st,2nd ,AKR,10,14,pass,0,Any,No,Any,,1,sample collection,blood transfusion,bacteriology,parasitology,hematology,No,No,13,0,N / A,,0,N / A,0,,0,,0,,0,,10.648603,-9.881663,1,1,1,1,"THb, Albumin, saddles, Widal, RPR, TE, thick Drop, NFS, TDR, HIV",Guinea.kankan.kouroussa.cs_lab_kouroussa,1,1,1,1,0,0,"sample collection,blood transfusion,bacteriology,parasitology,hematology"
2017, 1st,,AKR,,14,other,0,Solar energy,Yes,Stabilizer,,12,hematology,serology,bacteriology,biochemistry,parasitology,No,No,15,3,Yes,,4,"Other (specify in ""comments"")",0,,0,,0,,0,,10.649507,-9.872592,1,1,1,1,stools; urinalysis; Albumin; Glucosuria; NFS; TE; GE; TC-TS; Hb; Blood Grouping; TDR RPR; Aslo; Widal; LCR; Coughing; SRV; Blood Transfusion,Guinea.kankan.kouroussa.hp_labs_kouroussa,1,1,1,1,0,0,"hematology,serology,bacteriology,biochemistry,parasitology"
2017, 1st,1st ,AKR,10,14,run,0,Any,No,Any,,1,parasitology,hematology,,,,No,No,20,0,N / A,,0,N / A,0,,0,,0,,0,,10.662315,-9.248725,1,0,1,1,"TDR Widal, SRV, RPR, THb",Guinea.kankan.kankan.cs_bate_nafadji_lab,0,0.5,0.5,0.5,0,0,"parasitology,hematology,None,None,None"
2017, 1st,2nd ,AKR,12,14,pass,1,Other,Yes,lightning rod,,8,biochemistry,immunology,hematology,bacteriology,parasitology,Yes,Triple packaging,50,2,Yes,,1,No,0,,0,,0,,0,,11.420392,-9.167615,0,1,1,1,"AFB, Leukocytes, Glucose, Bilirubin, THb, thick Drop, glucose, blood typing, TS, TC, Syphilis, Hepatitis B, Hepatitis C, NFS, TE, ",Guinea.kankan.siguiri.hp_siguiri_laboratory,1,0,1,1,0,1,"biochemistry,immunology,hematology,bacteriology,parasitology"
,,,AKR,,14,other,1,Other,Yes,"Other or combination (specify in ""comments"")",ups; lightning rod stabilizers; ground terminal,7,immunology,parasitology,biochemistry,hematology,molecular biology,Yes,triple packaging,30,2,Yes,,5,Yes,1,,0,,1,,1,,11.54897,-9.309894,0,1,1,0,"complete blood count; Reticulocytes; VS; TE; INR, prothrombin, for malaria, blood grouping; glycated Hemoglobin; CRP, CD4 count, viral load; albumin, alkaline phosphatase, amylase, uric acid, bilirubin; calcium; creatinine phosphokinase (CPK), total cholesterol; (Na K Cl); fructosamine; GOT / AST, GPT; / ALT, GGT, glucose, HDL; LDH; Magnesium; inorganic phosphate; Triglycerides; urea; HIV, hepatitis B and C; BW; Widal; Aslo; PCR (DNA research or viral RNA)",Guinea.kankan.siguiri.hospital_laboratory_sag_siguiri,1,0,1,0,1,1,"immunology,parasitology,biochemistry,hematology,molecular biology"
2017, 2nd,3rd ,AKR,9,14,pass,0,Generator,Yes,Any,,2,bacteriology,biochemistry,serology,parasitology,hematology,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,11.785252,-8.969848,0,0,1,1,"thick film, THb, Widal, BW, blood grouping and Rh factor, urinary strip, Albumin",Guinea.kankan.siguiri.cs_lab_doko,0,0,1,1,0,0,"bacteriology,biochemistry,serology,parasitology,hematology"
2017, 2nd,1st ,AKR,10,14,pass,1,Generator,Yes,lightning rod,,14,biochemistry,hematology,biosecurity,quality control,bacteriology,No,No,60,4,"Other (specify in ""comments"")",Breakdown,2,Yes,0,,0,,1,Functional,0,,,,0,1,0,0,"NFS, THb, TE, thick Drop, glucose, blood typing, TS, TC, urea, cholesterol, creatinine, transaminases",Guinea.kankan.kankan.hr_kankan_lab,1,0,0,0,0,0,"biochemistry,hematology,biosecurity,quality control,bacteriology"
2017, 2nd,2nd ,AKR,10,14,other,1,public network,Yes,Stabilizer,"In addition to the public network, they have a generator",6,antibiogramme,serology,bacteriology,hematology,parasitology,No,No,20,1,Yes,,1,Yes,0,,0,,0,,0,,,,1,1,1,1,,Guinea.kankan.siguiri.analysis_lab_biomedical_friendship,1,1,1,1,0,0,"antibiogramme,serology,bacteriology,hematology,parasitology"
2017, 2nd,2nd ,AKR,15,14,other,0,Any,No,No,,1,recycling laboratory,,,,,NO,No transport box ,3,0,,,0,,0,,0,,0,,0,,,,1,1,1,0,"Drop thick, Widal HIV stools",Guinea.kankan.faranah.labassa_baf,1,1,1,0,0,0,"recycling laboratory,nan,nan,nan,nan"
2017, 2nd,3rd ,AKR,19,14,run,0,Any,Auune,Any,,23,biochemistry,biosecurity,parasitology,hematology,bacteriology,NO,No,15,2,Yes,1 failure ,0,,0,,0,,0,,0,,,,,,,,,Guinea.kankan.kankan.lapissa_3iem_rm_kankan,0,0,0,0,0,0,"biochemistry,biosecurity,parasitology,hematology,bacteriology"
2017, 2nd,4th ,AKR,9,14,other,1,public network,No,Any,Only in the rainy season there is electricity,3,hematology,bacteriology,biochemistry,serology,parasitology,No,No,12,0,N / A,,0,N / A,0,,0,,0,,0,,9.43149,-13.090247,1,1,0,0,TDR HIV,Guinea.kindia.forekaria.csu_lab_forekaria,1,1,0,0,0,0,"hematology,bacteriology,biochemistry,serology,parasitology"
2017, 2nd,1st ,AKR,10,14,pass,1,public network,Yes,"Other or combination (specify in ""comments"")","Stabilizer, lightning rod, no generator, they have solar panels and the public network serves the hospital in the rainy season",7,hematology,parasitology,biochemistry,bacteriology,blood transfusion,No,No,8,1,Yes,,0,Yes,0,,0,,0,,0,,9.431525,-13.090437,1,1,1,1,"NFS, GE, THb, Parasitology stool and urine, Widal, BW or PRP, blood transfusion, blood biochemistry, Biochemistry urine, glucose, HBsAg, Hepatitis C, HIV, vaginal secretion, urine culture, TDR (malaria)",Guinea.kindia.forekaria.hp_labs_forekaria,1,1,1,1,0,0,"hematology,parasitology,biochemistry,bacteriology,blood transfusion"
2017, 2nd,1st ,AKR,10,14,run,1,public network,No,Taken from the ground,Electricity about half of the day,9,biochemistry,serology,sample packaging,hematology,sample,No,No,10,1,Yes,,0,N / A,0,,0,,0,,0,,9.547704,-13.285882,1,1,0,1,"Saddles, THb, thick Drop, SRV, White Blood Cell, Grouping, Spit, VS, Pregnancy Test, TDR, NFS",Guinea.kindia.forekariah.cs_lab_maferinyah,1,1,0,1,0,0,"biochemistry,serology,sample packaging,hematology,sample"
2017, 2nd,2nd ,AKR,3,14,run,1,public network,No,Any,frequent power cuts,7,biochemistry,laboratory techniques,hematology,bacteriology,serology,No,No,20,0,N / A,,0,N / A,0,,0,,0,,0,,9.704025,-13.498397,1,1,1,1,"TDR THb, albumin, glucose, Saddles, SRV, Widal, RPR",Guinea.kindia.coyah.labo_health_computer_sanoyah_(km_36)_-_according_to_the_dps_coyah_it_is_planned_to_develop_and_make_a_cmc,1,1,1,1,0,0,"biochemistry,laboratory techniques,hematology,bacteriology,serology"
